dropped_contig	size	source
NA21309#1#h1tg000594l	38882	Human gammaherpesvirus 4
NA21309#1#h1tg000597l	24371	Human gammaherpesvirus 4
NA21309#1#h1tg000599l	43263	Human gammaherpesvirus 4
NA21309#1#h1tg000600l	44047	Human gammaherpesvirus 4
NA21309#1#h1tg000602l	40100	Human gammaherpesvirus 4
NA21309#1#h1tg000608l	40291	Human gammaherpesvirus 4
NA21309#1#h1tg000614l	42144	Human gammaherpesvirus 4
NA21309#1#h1tg000623l	30622	Human gammaherpesvirus 4
NA21309#1#h1tg000628l	38911	Human gammaherpesvirus 4
NA21309#1#h1tg000633l	32948	Human gammaherpesvirus 4
NA21309#1#h1tg000638l	30663	Human gammaherpesvirus 4
